account_id,symbol,side,leverage,amount,total_funding,holding_minutes
A_f96ede8d34,OPENUSDT.PERP,LONG,10,11999.99944,9649.18641272638,0.5886831879615784
A_d444580218,OPENUSDT.PERP,LONG,10,11999.99944,5923.192704922873,0.6049755960702896
A_f96ede8d34,OPENUSDT.PERP,LONG,10,11999.9475,9649.18641272638,0.459415465593338
A_d444580218,OPENUSDT.PERP,LONG,10,11999.9475,5923.192704922873,0.460120216012001
A_d444580218,OPENUSDT.PERP,LONG,10,11999.95555,5923.192704922873,4.800264313817024
A_f96ede8d34,OPENUSDT.PERP,LONG,10,11999.95555,9649.18641272638,4.799821078777313
A_f96ede8d34,OPENUSDT.PERP,LONG,10,11999.96733,9649.18641272638,1.696578338742256
A_d444580218,OPENUSDT.PERP,LONG,10,11999.96733,5923.192704922873,1.696325540542603
A_f96ede8d34,OPENUSDT.PERP,LONG,10,11999.9851,9649.18641272638,2.512445971369743
A_d444580218,OPENUSDT.PERP,LONG,10,11999.9851,5923.192704922873,2.513727396726608
A_d444580218,OPENUSDT.PERP,LONG,10,11999.94768,5923.192704922873,4.422919079661369
A_f96ede8d34,OPENUSDT.PERP,LONG,10,11999.94768,9649.18641272638,4.422298818826675
A_d444580218,OPENUSDT.PERP,LONG,10,11999.9695,5923.192704922873,0.2926725894212723
A_f96ede8d34,OPENUSDT.PERP,LONG,10,11999.9882,9649.18641272638,0.3455684334039688
A_d444580218,OPENUSDT.PERP,LONG,10,11999.96174,5923.192704922873,0.3301685303449631
A_f96ede8d34,OPENUSDT.PERP,LONG,10,11999.95764,9649.18641272638,4.637339562177658
A_d444580218,OPENUSDT.PERP,LONG,10,11999.95764,5923.192704922873,4.637319445610046
A_d444580218,OPENUSDT.PERP,LONG,10,11999.9695,5923.192704922873,0.4024889320135117
A_f96ede8d34,OPENUSDT.PERP,LONG,10,11999.9695,9649.18641272638,0.4017647355794907
A_f96ede8d34,OPENUSDT.PERP,LONG,10,11999.97114,9649.18641272638,0.6907546520233154
A_d444580218,OPENUSDT.PERP,LONG,10,11999.9736,5923.192704922873,15.08047476410866
A_f96ede8d34,OPENUSDT.PERP,LONG,10,11999.9736,9649.18641272638,15.07014960050583
A_f96ede8d34,PIPPINUSDT.PERP,LONG,10,9599.998551,9649.18641272638,0.7422523945569992
A_d444580218,PIPPINUSDT.PERP,LONG,10,9599.998551,5923.192704922873,0.7541238516569138
A_f96ede8d34,PROVEUSDT.PERP,LONG,10,11999.995318,9649.18641272638,1.940466910600662
A_d444580218,PROVEUSDT.PERP,LONG,10,11999.995318,5923.192704922873,1.940444111824036
A_f96ede8d34,PROVEUSDT.PERP,LONG,10,11999.999815,9649.18641272638,0.4425269365310669
A_f96ede8d34,PROVEUSDT.PERP,LONG,10,11999.992765,9649.18641272638,4.285212457180023
A_d444580218,PROVEUSDT.PERP,LONG,10,11887.19442,5923.192704922873,4.286122396588326
A_f96ede8d34,QTUMUSDT.PERP,LONG,10,29999.8535,9649.18641272638,0.7511747628450394
A_d444580218,QTUMUSDT.PERP,LONG,10,29999.8535,5923.192704922873,0.747726783156395
A_f96ede8d34,RDNTUSDT.PERP,SHORT,10,11956.89563,9649.18641272638,0.5670491605997086
A_d444580218,RDNTUSDT.PERP,SHORT,10,11999.99368,5923.192704922873,0.5777759850025177
A_d444580218,REDUSDT.PERP,LONG,10,11999.95127,5923.192704922873,3.326524570584297
A_f96ede8d34,REDUSDT.PERP,LONG,10,11999.95127,9649.18641272638,3.317434564232826
A_f96ede8d34,SHELLUSDT.PERP,LONG,10,11999.9628,9649.18641272638,1.873911246657372
A_f96ede8d34,SOMIUSDT.PERP,LONG,10,29999.96287,9649.18641272638,3.602385744452477
A_d444580218,SOMIUSDT.PERP,LONG,10,29999.96287,5923.192704922873,2.961665689945221
A_f96ede8d34,SOMIUSDT.PERP,LONG,10,29999.96832,9649.18641272638,3.700241446495056
A_d444580218,SOMIUSDT.PERP,LONG,10,29999.96832,5923.192704922873,3.701428323984146
A_f96ede8d34,SOMIUSDT.PERP,SHORT,10,29999.9847,9649.18641272638,0.3178008645772934
A_d444580218,SOMIUSDT.PERP,SHORT,10,29999.9847,5923.192704922873,0.3145225346088409
A_f96ede8d34,SOMIUSDT.PERP,LONG,10,30000.0,9649.18641272638,0.2404620498418808
A_d444580218,SOMIUSDT.PERP,LONG,10,29999.9602,5923.192704922873,0.2334018051624298
A_f96ede8d34,SOMIUSDT.PERP,LONG,10,29999.94208,9649.18641272638,3.516986891627312
A_d444580218,SOMIUSDT.PERP,LONG,10,29999.94208,5923.192704922873,3.513669669628143
A_f96ede8d34,SOMIUSDT.PERP,LONG,10,29999.9952,9649.18641272638,3.315184861421585
A_d444580218,SOMIUSDT.PERP,LONG,10,29999.9952,5923.192704922873,3.25018621981144
A_f96ede8d34,SQDUSDT.PERP,SHORT,10,11999.84427,9649.18641272638,0.3119248151779175
A_d444580218,SQDUSDT.PERP,SHORT,10,11999.84427,5923.192704922873,0.3114011138677597
A_d444580218,SQDUSDT.PERP,LONG,10,11999.95992,5923.192704922873,6.334662213921547
A_f96ede8d34,SQDUSDT.PERP,LONG,10,11999.95992,9649.18641272638,6.333960145711899
A_d444580218,SQDUSDT.PERP,LONG,10,11999.84058,5923.192704922873,4.407605677843094
A_f96ede8d34,SQDUSDT.PERP,LONG,10,11998.86534,9649.18641272638,4.400160536170006
A_f96ede8d34,SUPERUSDT.PERP,LONG,10,11999.98044,9649.18641272638,2.62733168900013
A_f96ede8d34,TANSSIUSDT.PERP,SHORT,10,11999.98264,9649.18641272638,0.7922226190567017
A_d444580218,TANSSIUSDT.PERP,SHORT,10,11999.97809,5923.192704922873,0.5724430829286575
A_f96ede8d34,TAUSDT.PERP,LONG,10,11999.99017,9649.18641272638,1.456897482275963
A_f96ede8d34,TREEUSDT.PERP,SHORT,10,11999.997,9649.18641272638,0.4974176734685898
A_d444580218,TREEUSDT.PERP,SHORT,10,11999.997,5923.192704922873,0.4982451349496841
A_f96ede8d34,TURTLEUSDT.PERP,SHORT,10,21557.89356,9649.18641272638,0.1350673288106918
A_f96ede8d34,TURTLEUSDT.PERP,LONG,10,29999.9874,9649.18641272638,1.502397805452347
A_f96ede8d34,VANAUSDT.PERP,LONG,10,9599.98071,9649.18641272638,1.474872976541519
A_f96ede8d34,VANRYUSDT.PERP,SHORT,10,11999.99625,9649.18641272638,0.9118082374334335
A_f96ede8d34,VELODROMEUSDT.PERP,LONG,10,11999.99955,9649.18641272638,2.316103577613831
A_f96ede8d34,YGGUSDT.PERP,SHORT,10,11999.994,9649.18641272638,4.720727428793907
A_f96ede8d34,ZEREBROUSDT.PERP,SHORT,10,11999.998296,9649.18641272638,2.162137404084206
A_d444580218,ZEREBROUSDT.PERP,SHORT,10,11999.99636,5923.192704922873,1.697647199034691
A_f96ede8d34,ZKCUSDT.PERP,LONG,10,29999.9656,9649.18641272638,4.242596179246902
A_f96ede8d34,ZKCUSDT.PERP,LONG,10,29999.96867,9649.18641272638,0.2000250667333603
A_f96ede8d34,ZORAUSDT.PERP,LONG,10,11999.93184,9649.18641272638,5.36041148006916
A_f96ede8d34,ZORAUSDT.PERP,LONG,10,10796.69698,9649.18641272638,1.472592428326607
A_d444580218,ZORAUSDT.PERP,LONG,10,11999.9358,5923.192704922873,0.3595065325498581
A_2db64f326b,ZORAUSDT.PERP,LONG,5,23999.9227,21989.19913135186,0.9981907904148102
A_f96ede8d34,ZORAUSDT.PERP,LONG,10,7705.80882,9649.18641272638,0.6252879649400711
