account_id,laundering_count,total_profit,avg_suspicion_score,unique_loser_count
A_c91db6cabf,6,437.3034799999991,94.16666666666667,1
A_55021b4ae2,2,145.5655999999999,87.5,1
A_dcd87c6c96,3,5.871696000001975,100.0,1
A_e27beda014,4,4.56574240000009,100.0,1
